Region,Island,Reef,Latitude,Longitude,Protection_status
Galapagos,Isabela,PUNTA_MORENO_1,-0.710686,-91.336737,
Galapagos,Santa Cruz,ROCA_FUERTE_1,-0.686420,-90.195370,
Galapagos,Santiago,SARTEN_1,-0.209150,-90.626310,
Galapagos,Santiago,SARTEN_CONTROL_1,-0.209130,-90.626310,
Galapagos,Santa Cruz,TORTUGA_NEGRA_1,-0.501860,-90.332270,
Galapagos,Santa Cruz,TORTUGA_NEGRA_2,-0.502960,-90.326480,
Galapagos,Santa Cruz,TORTUGA_NEGRA_3,-0.496160,-90.332010,
Galapagos,Isabela,URBINA_1,-0.37685,-91.2636,
Galapagos,Isabela,URBINA_2,-0.37957,-91.26198,
Alto Golfo,Angel de la Guarda,PUNTA_DIABLO_ANGEL_GUARDA,29.289891,-113.186531,area protegida
Alto Golfo,Animas Norte,AG_ANIMAS_LAVADERO,28.698651,-112.904691,area protegida
Santa Rosalia,San Idelfonso,SAN_ILDEFONSO_SURESTE,26.626691,-111.424781,sin proteccion
Huatulco,Oaxaca,CACALUTA,15.716184,-96.161845,area protegida
Huatulco,Oaxaca,ENTREGA,15.743972,-96.12606,area protegida
Huatulco,Montosa,MONTOSA,15.762483,-96.082865,area protegida
Huatulco,Oaxaca,RISCALILLO,15.696737,-96.224215,area protegida
Huatulco,Oaxaca,SAN_AGUSTIN,15.685504,-96.236453,area protegida
Huatulco,Oaxaca,VIOLIN,15.735648,-96.131308,area protegida
Huatulco,Oaxaca,ORGANO,15.736742,-96.14406,area protegida
Huatulco,Oaxaca,INDIA,15.709876,-96.197878,area protegida
Loreto,Coronado Sur,CORONADO_PUNTA_LOBOS ,26.13287,-111.26103,area protegida
Ixtapa,Ixtapa_Zihuatanejo,BAJO_SECO,17.6435891, -101.64012811,
Ixtapa,Ixtapa_Zihuatanejo,CALETA_DE_CHON,17.6154404,-101.554954,
Ixtapa,Ixtapa_Zihuatanejo,GATAS,17.6230833,-101.551641,
Ixtapa,Ixtapa_Zihuatanejo,MORRO_TIERRA,17.6514159,-101.604708,
Ixtapa,Ixtapa_Zihuatanejo,MORROS_POTOSI_ESTE,17.5334544,-101.491777,
Ixtapa,Ixtapa_Zihuatanejo,MORROS_POTOSI_OESTE,17.5341687,-101.499826,
Ixtapa,Ixtapa_Zihuatanejo,PIEDRA_SOLITARIA,17.5995047,-101.567563,
Ixtapa,Ixtapa_Zihuatanejo,SACRAMENTO_BAJO,17.6308911,-101.612917,
Ixtapa,Ixtapa_Zihuatanejo,TINTORERA_BAJO,17.6887723,-101.660301,
Ixtapa,Ixtapa_Zihuatanejo,ZACATOSO,17.6536922,-101.622251,
Ixtapa,Ixtapa_Zihuatanejo,CHATO,17.649325,-101.62148,
Ixtapa,Ixtapa_Zihuatanejo,MANZANILLO,17.620064,-101.524238,
Ixtapa,Ixtapa_Zihuatanejo,MORRO_COLORADO,17.679751,-101.658526,
Ixtapa,Ixtapa_Zihuatanejo,PLAYA_CORAL,17.674902,-101.656472,
Ixtapa,Ixtapa_Zihuatanejo,TORRECILLAS,17.645707,-101.63241,
Revillagigedo,Socorro,SOCORRO_2,18.753841,-110.914705,area protegida
Revillagigedo,Socorro,SOCORRO_3,18.799385,-110.915203,area protegida
Revillagigedo,Socorro,SOCORRO_4,18.840869,-110.94622,area protegida
Revillagigedo,Socorro,SOCORRO_7,18.76745,-111.022493,area protegida
Revillagigedo,Socorro,SOCORRO_8,18.800434,-111.045562,area protegida
Revillagigedo,Socorro,SOCORRO_9,18.733558,-110.964169,area protegida
Revillagigedo,Socorro,SOCORRO_10,18.733894,-110.918752,area protegida
Revillagigedo,San Benedicto,SAN_BENEDICTO_14,19.332361,-110.79392,area protegida
Revillagigedo,San Benedicto,SAN_BENEDICTO_16,19.304053,-110.795274,area protegida
Revillagigedo,San Benedicto,SAN_BENEDICTO_17,19.331989,-110.801966,area protegida
Revillagigedo,San Benedicto,SAN_BENEDICTO_18,19.316361,-110.814351,area protegida
Revillagigedo,San Benedicto,SAN_BENEDICTO_19,19.308435,-110.818939,area protegida
Revillagigedo,San Benedicto,SAN_BENEDICTO_CUEVITAS,19.325046,-110.790786,area protegida
Revillagigedo,San Benedicto,SAN_BENEDICTO_FONDEADERO,19.296479,-110.813837,area protegida
Revillagigedo,San Benedicto,SAN_BENEDICTO_OESTE,19.326607,-110.80843,area protegida
Revillagigedo,San Benedicto,SAN_BENEDICTO_OESTE_NORTE,19.329241,-110.802114,area protegida
Revillagigedo,San Benedicto,SAN_BENEDICTO_OESTE_SUR,19.318574,-110.810897,area protegida
